Country,Name,Date,Lon,Lat,Movement_value,Population density,Unemployment rate,GDP per capita,Aged 65 or older and Aged 17 or younger,Urbanization rate,Poverty rate,"Number of Hopital per 10,000",Vaccination rate,Stringency index,Cases,Cases (no incubation)
Brunei,Brunei,2021/6/1,114.7560953,4.528175939,28772,79,7.4,29299.61,27.83,78.25,5,0.77,0.153083258,40.74,2,2
Brunei,Brunei,2021/6/2,114.7560953,4.528175939,28063,79,7.4,29299.61,27.83,78.25,5,0.77,0.125913464,40.74,0,0
Brunei,Brunei,2021/6/3,114.7560953,4.528175939,28137,79,7.4,29299.61,27.83,78.25,5,0.77,0.161415644,40.74,2,0
Brunei,Brunei,2021/6/4,114.7560953,4.528175939,23003,79,7.4,29299.61,27.83,78.25,5,0.77,0.159640535,40.74,0,0
Brunei,Brunei,2021/6/5,114.7560953,4.528175939,26372,79,7.4,29299.61,27.83,78.25,5,0.77,0.15972929,40.74,0,0
Brunei,Brunei,2021/6/6,114.7560953,4.528175939,18052,79,7.4,29299.61,27.83,78.25,5,0.77,0.159724853,40.74,0,0
Brunei,Brunei,2021/6/7,114.7560953,4.528175939,26481,79,7.4,29299.61,27.83,78.25,5,0.77,0.133605192,40.74,0,0
Brunei,Brunei,2021/6/8,114.7560953,4.528175939,28014,79,7.4,29299.61,27.83,78.25,5,0.77,0.176857272,40.74,2,2
Brunei,Brunei,2021/6/9,114.7560953,4.528175939,28102,79,7.4,29299.61,27.83,78.25,5,0.77,0.137504772,40.74,0,0
Brunei,Brunei,2021/6/10,114.7560953,4.528175939,27809,79,7.4,29299.61,27.83,78.25,5,0.77,0.139948295,40.74,0,2
Brunei,Brunei,2021/6/11,114.7560953,4.528175939,21844,79,7.4,29299.61,27.83,78.25,5,0.77,0.140094587,40.74,1,0
Brunei,Brunei,2021/6/12,114.7560953,4.528175939,25247,79,7.4,29299.61,27.83,78.25,5,0.77,0.202785023,40.74,0,0
Brunei,Brunei,2021/6/13,114.7560953,4.528175939,17308,79,7.4,29299.61,27.83,78.25,5,0.77,0.142503823,40.74,4,0
Brunei,Brunei,2021/6/14,114.7560953,4.528175939,26441,79,7.4,29299.61,27.83,78.25,5,0.77,0.145116496,40.74,0,0
Brunei,Brunei,2021/6/15,114.7560953,4.528175939,28235,79,7.4,29299.61,27.83,78.25,5,0.77,0.214260783,40.74,1,2
Brunei,Brunei,2021/6/16,114.7560953,4.528175939,26971,79,7.4,29299.61,27.83,78.25,5,0.77,0.219736716,40.74,0,0
Brunei,Brunei,2021/6/17,114.7560953,4.528175939,27043,79,7.4,29299.61,27.83,78.25,5,0.77,0.150799002,40.74,0,0
Brunei,Brunei,2021/6/18,114.7560953,4.528175939,21232,79,7.4,29299.61,27.83,78.25,5,0.77,0.150949865,40.74,0,1
Brunei,Brunei,2021/6/19,114.7560953,4.528175939,24739,79,7.4,29299.61,27.83,78.25,5,0.77,0.153084806,40.74,3,0
Brunei,Brunei,2021/6/20,114.7560953,4.528175939,17255,79,7.4,29299.61,27.83,78.25,5,0.77,0.252652674,40.74,0,4
Brunei,Brunei,2021/6/21,114.7560953,4.528175939,25383,79,7.4,29299.61,27.83,78.25,5,0.77,0.159725064,40.74,0,0
Brunei,Brunei,2021/6/22,114.7560953,4.528175939,26430,79,7.4,29299.61,27.83,78.25,5,0.77,0.252320661,40.74,0,1
Brunei,Brunei,2021/6/23,114.7560953,4.528175939,26044,79,7.4,29299.61,27.83,78.25,5,0.77,0.247690881,40.74,1,0
Brunei,Brunei,2021/6/24,114.7560953,4.528175939,26706,79,7.4,29299.61,27.83,78.25,5,0.77,0.278605163,40.74,1,0
Brunei,Brunei,2021/6/25,114.7560953,4.528175939,21277,79,7.4,29299.61,27.83,78.25,5,0.77,0.277059449,40.74,0,0
Brunei,Brunei,2021/6/26,114.7560953,4.528175939,24848,79,7.4,29299.61,27.83,78.25,5,0.77,0.174797649,40.74,1,3
Brunei,Brunei,2021/6/27,114.7560953,4.528175939,16817,79,7.4,29299.61,27.83,78.25,5,0.77,0.293074245,40.74,0,0
Brunei,Brunei,2021/6/28,114.7560953,4.528175939,25901,79,7.4,29299.61,27.83,78.25,5,0.77,0.18184478,40.74,0,0
Brunei,Brunei,2021/6/29,114.7560953,4.528175939,27763,79,7.4,29299.61,27.83,78.25,5,0.77,0.187877015,40.74,4,0
Brunei,Brunei,2021/6/30,114.7560953,4.528175939,27333,79,7.4,29299.61,27.83,78.25,5,0.77,0.193054359,40.74,0,1
Brunei,Brunei,2021/7/1,114.7560953,4.528175939,27995,79,7.4,29299.61,27.83,78.25,5,0.77,0.199799764,40.74,0,1
Brunei,Brunei,2021/7/2,114.7560953,4.528175939,22111,79,7.4,29299.61,27.83,78.25,5,0.77,0.200675226,40.74,0,0
Brunei,Brunei,2021/7/3,114.7560953,4.528175939,25605,79,7.4,29299.61,27.83,78.25,5,0.77,0.20834181,40.74,2,1
Brunei,Brunei,2021/7/4,114.7560953,4.528175939,17473,79,7.4,29299.61,27.83,78.25,5,0.77,0.210968198,40.74,0,0
Brunei,Brunei,2021/7/5,114.7560953,4.528175939,26573,79,7.4,29299.61,27.83,78.25,5,0.77,0.219475957,40.74,9,0
Brunei,Brunei,2021/7/6,114.7560953,4.528175939,27698,79,7.4,29299.61,27.83,78.25,5,0.77,0.228111721,40.74,5,4
Brunei,Brunei,2021/7/7,114.7560953,4.528175939,27133,79,7.4,29299.61,27.83,78.25,5,0.77,0.236884633,40.74,0,0
Brunei,Brunei,2021/7/8,114.7560953,4.528175939,27358,79,7.4,29299.61,27.83,78.25,5,0.77,0.246334143,40.74,0,0
Brunei,Brunei,2021/7/9,114.7560953,4.528175939,21148,79,7.4,29299.61,27.83,78.25,5,0.77,0.247911347,40.74,0,0
Brunei,Brunei,2021/7/10,114.7560953,4.528175939,24642,79,7.4,29299.61,27.83,78.25,5,0.77,0.37150895,40.74,1,2
Brunei,Brunei,2021/7/11,114.7560953,4.528175939,17523,79,7.4,29299.61,27.83,78.25,5,0.77,0.366632321,40.74,0,0
Brunei,Brunei,2021/7/12,114.7560953,4.528175939,25856,79,7.4,29299.61,27.83,78.25,5,0.77,0.375281278,37.96,0,9
Brunei,Brunei,2021/7/13,114.7560953,4.528175939,26980,79,7.4,29299.61,27.83,78.25,5,0.77,0.277133054,37.96,22,5
Brunei,Brunei,2021/7/14,114.7560953,4.528175939,27354,79,7.4,29299.61,27.83,78.25,5,0.77,0.391819111,37.96,0,0
Brunei,Brunei,2021/7/15,114.7560953,4.528175939,14885,79,7.4,29299.61,27.83,78.25,5,0.77,0.396213201,37.96,6,0
Brunei,Brunei,2021/7/16,114.7560953,4.528175939,21455,79,7.4,29299.61,27.83,78.25,5,0.77,0.287442026,37.96,2,0
Brunei,Brunei,2021/7/17,114.7560953,4.528175939,24804,79,7.4,29299.61,27.83,78.25,5,0.77,0.411951664,37.96,8,1
Brunei,Brunei,2021/7/18,114.7560953,4.528175939,16600,79,7.4,29299.61,27.83,78.25,5,0.77,0.405726182,37.96,0,0
Brunei,Brunei,2021/7/19,114.7560953,4.528175939,25902,79,7.4,29299.61,27.83,78.25,5,0.77,0.307451947,37.96,12,0
Brunei,Brunei,2021/7/20,114.7560953,4.528175939,26776,79,7.4,29299.61,27.83,78.25,5,0.77,0.440469915,37.96,0,22
Brunei,Brunei,2021/7/21,114.7560953,4.528175939,15891,79,7.4,29299.61,27.83,78.25,5,0.77,0.315235106,37.96,0,0
Brunei,Brunei,2021/7/22,114.7560953,4.528175939,26261,79,7.4,29299.61,27.83,78.25,5,0.77,0.455753367,37.96,0,6
Brunei,Brunei,2021/7/23,114.7560953,4.528175939,20368,79,7.4,29299.61,27.83,78.25,5,0.77,0.324616042,37.96,3,2
Brunei,Brunei,2021/7/24,114.7560953,4.528175939,23922,79,7.4,29299.61,27.83,78.25,5,0.77,0.332591209,37.96,1,8
Brunei,Brunei,2021/7/25,114.7560953,4.528175939,15539,79,7.4,29299.61,27.83,78.25,5,0.77,0.335389032,37.96,0,0
Brunei,Brunei,2021/7/26,114.7560953,4.528175939,24491,79,7.4,29299.61,27.83,78.25,5,0.77,0.343103618,37.96,1,12
Brunei,Brunei,2021/7/27,114.7560953,4.528175939,25579,79,7.4,29299.61,27.83,78.25,5,0.77,0.497388813,37.96,0,0
Brunei,Brunei,2021/7/28,114.7560953,4.528175939,25892,79,7.4,29299.61,27.83,78.25,5,0.77,0.357901907,37.96,0,0
Brunei,Brunei,2021/7/29,114.7560953,4.528175939,26407,79,7.4,29299.61,27.83,78.25,5,0.77,0.36562335,37.96,1,0
Brunei,Brunei,2021/7/30,114.7560953,4.528175939,21510,79,7.4,29299.61,27.83,78.25,5,0.77,0.366864541,37.96,0,3
Brunei,Brunei,2021/7/31,114.7560953,4.528175939,24998,79,7.4,29299.61,27.83,78.25,5,0.77,0.374869423,37.96,0,1
Brunei,Brunei,2021/8/1,114.7560953,4.528175939,16369,79,7.4,29299.61,27.83,78.25,5,0.77,0.573397938,37.96,8,0
Brunei,Brunei,2021/8/2,114.7560953,4.528175939,25821,79,7.4,29299.61,27.83,78.25,5,0.77,0.38635787,37.96,59,1
Brunei,Brunei,2021/8/3,114.7560953,4.528175939,26994,79,7.4,29299.61,27.83,78.25,5,0.77,0.396003959,37.96,34,0
Brunei,Brunei,2021/8/4,114.7560953,4.528175939,27369,79,7.4,29299.61,27.83,78.25,5,0.77,0.406022634,37.96,54,0
Brunei,Brunei,2021/8/5,114.7560953,4.528175939,27001,79,7.4,29299.61,27.83,78.25,5,0.77,0.620840581,37.96,49,1
Brunei,Brunei,2021/8/6,114.7560953,4.528175939,20633,79,7.4,29299.61,27.83,78.25,5,0.77,0.653978189,37.96,55,0
Brunei,Brunei,2021/8/7,114.7560953,4.528175939,23038,79,7.4,29299.61,27.83,78.25,5,0.77,0.430364151,51.85,42,0
Brunei,Brunei,2021/8/8,114.7560953,4.528175939,10692,79,7.4,29299.61,27.83,78.25,5,0.77,0.434135726,51.85,83,8
Brunei,Brunei,2021/8/9,114.7560953,4.528175939,17512,79,7.4,29299.61,27.83,78.25,5,0.77,0.687736781,76.85,64,59
Brunei,Brunei,2021/8/10,114.7560953,4.528175939,7921,79,7.4,29299.61,27.83,78.25,5,0.77,0.449062021,76.85,65,34
Brunei,Brunei,2021/8/11,114.7560953,4.528175939,16092,79,7.4,29299.61,27.83,78.25,5,0.77,0.460454463,76.85,94,54
Brunei,Brunei,2021/8/12,114.7560953,4.528175939,14484,79,7.4,29299.61,27.83,78.25,5,0.77,0.76378785,76.85,0,49
Brunei,Brunei,2021/8/13,114.7560953,4.528175939,11012,79,7.4,29299.61,27.83,78.25,5,0.77,0.748621181,76.85,387,55
Brunei,Brunei,2021/8/14,114.7560953,4.528175939,12698,79,7.4,29299.61,27.83,78.25,5,0.77,0.490041899,76.85,122,42
Brunei,Brunei,2021/8/15,114.7560953,4.528175939,6864,79,7.4,29299.61,27.83,78.25,5,0.77,0.787687064,76.85,314,83
Brunei,Brunei,2021/8/16,114.7560953,4.528175939,13966,79,7.4,29299.61,27.83,78.25,5,0.77,0.790075877,76.85,104,64
Brunei,Brunei,2021/8/17,114.7560953,4.528175939,13613,79,7.4,29299.61,27.83,78.25,5,0.77,0.526475314,76.85,0,65
Brunei,Brunei,2021/8/18,114.7560953,4.528175939,13699,79,7.4,29299.61,27.83,78.25,5,0.77,0.821936395,76.85,286,94
Brunei,Brunei,2021/8/19,114.7560953,4.528175939,13457,79,7.4,29299.61,27.83,78.25,5,0.77,0.807163341,76.85,0,0
Brunei,Brunei,2021/8/20,114.7560953,4.528175939,10688,79,7.4,29299.61,27.83,78.25,5,0.77,0.563944199,76.85,221,387
Brunei,Brunei,2021/8/21,114.7560953,4.528175939,12229,79,7.4,29299.61,27.83,78.25,5,0.77,0.84832405,76.85,0,122
Brunei,Brunei,2021/8/22,114.7560953,4.528175939,7285,79,7.4,29299.61,27.83,78.25,5,0.77,0.849220843,76.85,82,314
Brunei,Brunei,2021/8/23,114.7560953,4.528175939,13386,79,7.4,29299.61,27.83,78.25,5,0.77,0.610611155,76.85,179,104
Brunei,Brunei,2021/8/24,114.7560953,4.528175939,13464,79,7.4,29299.61,27.83,78.25,5,0.77,0.87813995,76.85,71,0
Brunei,Brunei,2021/8/25,114.7560953,4.528175939,13921,79,7.4,29299.61,27.83,78.25,5,0.77,0.652400208,76.85,146,286
Brunei,Brunei,2021/8/26,114.7560953,4.528175939,14437,79,7.4,29299.61,27.83,78.25,5,0.77,0.892860751,76.85,102,0
Brunei,Brunei,2021/8/27,114.7560953,4.528175939,11991,79,7.4,29299.61,27.83,78.25,5,0.77,0.67566054,76.85,133,221
Brunei,Brunei,2021/8/28,114.7560953,4.528175939,13346,79,7.4,29299.61,27.83,78.25,5,0.77,0.891697734,76.85,0,0
Brunei,Brunei,2021/8/29,114.7560953,4.528175939,7672,79,7.4,29299.61,27.83,78.25,5,0.77,0.704527947,76.85,0,82
Brunei,Brunei,2021/8/30,114.7560953,4.528175939,14962,79,7.4,29299.61,27.83,78.25,5,0.77,0.937656206,76.85,371,179
Brunei,Brunei,2021/8/31,114.7560953,4.528175939,14749,79,7.4,29299.61,27.83,78.25,5,0.77,0.749343403,76.85,103,71
Brunei,Brunei,2021/9/1,114.7560953,4.528175939,15041,79,7.4,29299.61,27.83,78.25,5,0.77,0.959862783,76.85,116,146
Brunei,Brunei,2021/9/2,114.7560953,4.528175939,14706,79,7.4,29299.61,27.83,78.25,5,0.77,0.773513485,76.85,148,102
Brunei,Brunei,2021/9/3,114.7560953,4.528175939,11840,79,7.4,29299.61,27.83,78.25,5,0.77,1.000281497,76.85,63,133
Brunei,Brunei,2021/9/4,114.7560953,4.528175939,13218,79,7.4,29299.61,27.83,78.25,5,0.77,0.789962124,76.85,141,0
Brunei,Brunei,2021/9/5,114.7560953,4.528175939,8142,79,7.4,29299.61,27.83,78.25,5,0.77,1.025365672,76.85,128,0
Brunei,Brunei,2021/9/6,114.7560953,4.528175939,14540,79,7.4,29299.61,27.83,78.25,5,0.77,0.80786682,76.85,160,371
Brunei,Brunei,2021/9/7,114.7560953,4.528175939,15124,79,7.4,29299.61,27.83,78.25,5,0.77,1.052501126,76.85,108,103
Brunei,Brunei,2021/9/8,114.7560953,4.528175939,15127,79,7.4,29299.61,27.83,78.25,5,0.77,0.834782152,76.85,135,116
Brunei,Brunei,2021/9/9,114.7560953,4.528175939,14497,79,7.4,29299.61,27.83,78.25,5,0.77,1.096881936,76.85,109,148
Brunei,Brunei,2021/9/10,114.7560953,4.528175939,11810,79,7.4,29299.61,27.83,78.25,5,0.77,0.849178139,76.85,139,63
Brunei,Brunei,2021/9/11,114.7560953,4.528175939,12680,79,7.4,29299.61,27.83,78.25,5,0.77,1.142195925,76.85,143,141
Brunei,Brunei,2021/9/12,114.7560953,4.528175939,8041,79,7.4,29299.61,27.83,78.25,5,0.77,0.865400484,76.85,90,128
Brunei,Brunei,2021/9/13,114.7560953,4.528175939,14878,79,7.4,29299.61,27.83,78.25,5,0.77,1.161178378,76.85,214,160
Brunei,Brunei,2021/9/14,114.7560953,4.528175939,14757,79,7.4,29299.61,27.83,78.25,5,0.77,0.881410249,76.85,124,108
Brunei,Brunei,2021/9/15,114.7560953,4.528175939,15184,79,7.4,29299.61,27.83,78.25,5,0.77,1.185634071,76.85,201,135
Brunei,Brunei,2021/9/16,114.7560953,4.528175939,14508,79,7.4,29299.61,27.83,78.25,5,0.77,1.17042288,76.85,0,109
Brunei,Brunei,2021/9/17,114.7560953,4.528175939,12065,79,7.4,29299.61,27.83,78.25,5,0.77,1.204391129,76.85,374,139
Brunei,Brunei,2021/9/18,114.7560953,4.528175939,13518,79,7.4,29299.61,27.83,78.25,5,0.77,0.92655486,76.85,0,143
Brunei,Brunei,2021/9/19,114.7560953,4.528175939,8050,79,7.4,29299.61,27.83,78.25,5,0.77,1.233653993,76.85,580,90
Brunei,Brunei,2021/9/20,114.7560953,4.528175939,14389,79,7.4,29299.61,27.83,78.25,5,0.77,0.949838051,76.85,160,214
Brunei,Brunei,2021/9/21,114.7560953,4.528175939,13477,79,7.4,29299.61,27.83,78.25,5,0.77,1.253404246,76.85,113,124
Brunei,Brunei,2021/9/22,114.7560953,4.528175939,14268,79,7.4,29299.61,27.83,78.25,5,0.77,0.98948302,76.85,137,201
Brunei,Brunei,2021/9/23,114.7560953,4.528175939,14481,79,7.4,29299.61,27.83,78.25,5,0.77,1.276013354,76.85,166,0
Brunei,Brunei,2021/9/24,114.7560953,4.528175939,12035,79,7.4,29299.61,27.83,78.25,5,0.77,1.014155979,76.85,210,374
Brunei,Brunei,2021/9/25,114.7560953,4.528175939,12592,79,7.4,29299.61,27.83,78.25,5,0.77,1.302212772,76.85,0,0
Brunei,Brunei,2021/9/26,114.7560953,4.528175939,7556,79,7.4,29299.61,27.83,78.25,5,0.77,1.040851873,76.85,0,580
Brunei,Brunei,2021/9/27,114.7560953,4.528175939,14961,79,7.4,29299.61,27.83,78.25,5,0.77,1.300877977,76.85,578,160
Brunei,Brunei,2021/9/28,114.7560953,4.528175939,14734,79,7.4,29299.61,27.83,78.25,5,0.77,1.084400994,76.85,140,113
Brunei,Brunei,2021/9/29,114.7560953,4.528175939,14447,79,7.4,29299.61,27.83,78.25,5,0.77,1.336065173,76.85,106,137
Brunei,Brunei,2021/9/30,114.7560953,4.528175939,14765,79,7.4,29299.61,27.83,78.25,5,0.77,1.128242697,76.85,112,166
Brunei,Brunei,2021/10/1,114.7560953,4.528175939,11721,79,7.4,29299.61,27.83,78.25,5,0.77,1.345830352,76.85,202,210
Brunei,Brunei,2021/10/2,114.7560953,4.528175939,12691,79,7.4,29299.61,27.83,78.25,5,0.77,1.147093716,76.85,135,0
Brunei,Brunei,2021/10/3,114.7560953,4.528175939,7690,79,7.4,29299.61,27.83,78.25,5,0.77,1.35439457,76.85,381,0
Brunei,Brunei,2021/10/4,114.7560953,4.528175939,14318,79,7.4,29299.61,27.83,78.25,5,0.77,1.171147222,76.85,187,578
Brunei,Brunei,2021/10/5,114.7560953,4.528175939,13041,79,7.4,29299.61,27.83,78.25,5,0.77,1.363769107,76.85,305,140
Brunei,Brunei,2021/10/6,114.7560953,4.528175939,13993,79,7.4,29299.61,27.83,78.25,5,0.77,1.202773593,76.85,193,106
Brunei,Brunei,2021/10/7,114.7560953,4.528175939,13652,79,7.4,29299.61,27.83,78.25,5,0.77,1.376936361,76.85,163,112
Brunei,Brunei,2021/10/8,114.7560953,4.528175939,11138,79,7.4,29299.61,27.83,78.25,5,0.77,1.219030225,76.85,423,202
Brunei,Brunei,2021/10/9,114.7560953,4.528175939,12943,79,7.4,29299.61,27.83,78.25,5,0.77,1.388520011,76.85,105,135
Brunei,Brunei,2021/10/10,114.7560953,4.528175939,7593,79,7.4,29299.61,27.83,78.25,5,0.77,1.238948713,76.85,504,381
Brunei,Brunei,2021/10/11,114.7560953,4.528175939,14134,79,7.4,29299.61,27.83,78.25,5,0.77,1.395955614,76.85,187,187
Brunei,Brunei,2021/10/12,114.7560953,4.528175939,14300,79,7.4,29299.61,27.83,78.25,5,0.77,1.262369052,76.85,173,305
Brunei,Brunei,2021/10/13,114.7560953,4.528175939,14267,79,7.4,29299.61,27.83,78.25,5,0.77,1.409907585,76.85,166,193
Brunei,Brunei,2021/10/14,114.7560953,4.528175939,14584,79,7.4,29299.61,27.83,78.25,5,0.77,1.288495782,76.85,156,163
Brunei,Brunei,2021/10/15,114.7560953,4.528175939,11675,79,7.4,29299.61,27.83,78.25,5,0.77,1.438703218,76.85,130,423
Brunei,Brunei,2021/10/16,114.7560953,4.528175939,13203,79,7.4,29299.61,27.83,78.25,5,0.77,1.431192846,76.85,229,105
Brunei,Brunei,2021/10/17,114.7560953,4.528175939,7980,79,7.4,29299.61,27.83,78.25,5,0.77,1.447449782,76.85,212,504
Brunei,Brunei,2021/10/18,114.7560953,4.528175939,14077,79,7.4,29299.61,27.83,78.25,5,0.77,1.324081164,76.85,271,187
Brunei,Brunei,2021/10/19,114.7560953,4.528175939,7682,79,7.4,29299.61,27.83,78.25,5,0.77,1.471586096,76.85,211,173
Brunei,Brunei,2021/10/20,114.7560953,4.528175939,14290,79,7.4,29299.61,27.83,78.25,5,0.77,1.335469035,76.85,115,166
Brunei,Brunei,2021/10/21,114.7560953,4.528175939,13816,79,7.4,29299.61,27.83,78.25,5,0.77,1.49128549,76.85,113,156
Brunei,Brunei,2021/10/22,114.7560953,4.528175939,10910,79,7.4,29299.61,27.83,78.25,5,0.77,1.344523101,76.85,132,130
Brunei,Brunei,2021/10/23,114.7560953,4.528175939,12420,79,7.4,29299.61,27.83,78.25,5,0.77,1.51975391,76.85,110,229
Brunei,Brunei,2021/10/24,114.7560953,4.528175939,7134,79,7.4,29299.61,27.83,78.25,5,0.77,1.354596636,76.85,65,212
Brunei,Brunei,2021/10/25,114.7560953,4.528175939,14196,79,7.4,29299.61,27.83,78.25,5,0.77,1.548920186,76.85,116,271
Brunei,Brunei,2021/10/26,114.7560953,4.528175939,14376,79,7.4,29299.61,27.83,78.25,5,0.77,1.368642896,76.85,75,211
Brunei,Brunei,2021/10/27,114.7560953,4.528175939,14380,79,7.4,29299.61,27.83,78.25,5,0.77,1.37386367,76.85,125,115
Brunei,Brunei,2021/10/28,114.7560953,4.528175939,14527,79,7.4,29299.61,27.83,78.25,5,0.77,1.380449069,76.85,99,113
Brunei,Brunei,2021/10/29,114.7560953,4.528175939,12233,79,7.4,29299.61,27.83,78.25,5,0.77,1.382138277,76.85,0,132
Brunei,Brunei,2021/10/30,114.7560953,4.528175939,13618,79,7.4,29299.61,27.83,78.25,5,0.77,1.388479095,76.85,197,110
Brunei,Brunei,2021/10/31,114.7560953,4.528175939,8389,79,7.4,29299.61,27.83,78.25,5,0.77,1.648992418,76.85,0,65
Malaysia,Johor,2021/6/1,103.3899178,2.050502415,179597,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.097087845,80.56,456,431
Malaysia,Johor,2021/6/2,103.3899178,2.050502415,190634,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.100393351,80.56,468,554
Malaysia,Johor,2021/6/3,103.3899178,2.050502415,193107,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.104081017,80.56,524,752
Malaysia,Johor,2021/6/4,103.3899178,2.050502415,181074,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.106907533,80.56,426,446
Malaysia,Johor,2021/6/5,103.3899178,2.050502415,166128,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.109182977,80.56,504,412
Malaysia,Johor,2021/6/6,103.3899178,2.050502415,144741,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.111742082,80.56,363,565
Malaysia,Johor,2021/6/7,103.3899178,2.050502415,136362,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.1137799,80.56,430,355
Malaysia,Johor,2021/6/8,103.3899178,2.050502415,207608,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.118568845,64.81,366,456
Malaysia,Johor,2021/6/9,103.3899178,2.050502415,206661,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.123425052,64.81,392,468
Malaysia,Johor,2021/6/10,103.3899178,2.050502415,207013,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.128409574,64.81,449,524
Malaysia,Johor,2021/6/11,103.3899178,2.050502415,193342,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.132323928,64.81,592,426
Malaysia,Johor,2021/6/12,103.3899178,2.050502415,177514,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.136577374,64.81,498,504
Malaysia,Johor,2021/6/13,103.3899178,2.050502415,154985,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.140656994,64.81,627,363
Malaysia,Johor,2021/6/14,103.3899178,2.050502415,212721,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.146959967,64.81,314,430
Malaysia,Johor,2021/6/15,103.3899178,2.050502415,211107,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.153862334,78.7,239,366
Malaysia,Johor,2021/6/16,103.3899178,2.050502415,214319,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.160493861,78.7,282,392
Malaysia,Johor,2021/6/17,103.3899178,2.050502415,210590,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.167587726,78.7,346,449
Malaysia,Johor,2021/6/18,103.3899178,2.050502415,193919,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.173330419,78.7,196,592
Malaysia,Johor,2021/6/19,103.3899178,2.050502415,177726,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.178652208,78.7,329,498
Malaysia,Johor,2021/6/20,103.3899178,2.050502415,157982,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.183186194,78.7,312,627
Malaysia,Johor,2021/6/21,103.3899178,2.050502415,212422,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.190768411,78.7,243,314
Malaysia,Johor,2021/6/22,103.3899178,2.050502415,212187,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.198809998,78.7,271,239
Malaysia,Johor,2021/6/23,103.3899178,2.050502415,213032,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.207014442,78.7,299,282
Malaysia,Johor,2021/6/24,103.3899178,2.050502415,213462,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.21559879,78.7,270,346
Malaysia,Johor,2021/6/25,103.3899178,2.050502415,202565,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.222493186,78.7,517,196
Malaysia,Johor,2021/6/26,103.3899178,2.050502415,185874,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.228627586,78.7,414,329
Malaysia,Johor,2021/6/27,103.3899178,2.050502415,161248,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.234127123,78.7,500,312
Malaysia,Johor,2021/6/28,103.3899178,2.050502415,220975,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.240621531,78.7,324,243
Malaysia,Johor,2021/6/29,103.3899178,2.050502415,221653,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.248173098,78.7,313,271
Malaysia,Johor,2021/6/30,103.3899178,2.050502415,223403,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.256540058,78.7,224,299
Malaysia,Johor,2021/7/1,103.3899178,2.050502415,224679,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.264891724,80.56,336,270
Malaysia,Johor,2021/7/2,103.3899178,2.050502415,210279,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.272335122,80.56,315,517
Malaysia,Johor,2021/7/3,103.3899178,2.050502415,190168,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.279261928,80.56,399,414
Malaysia,Johor,2021/7/4,103.3899178,2.050502415,167655,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.285932539,80.56,392,500
Malaysia,Johor,2021/7/5,103.3899178,2.050502415,226566,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.296068331,80.56,407,324
Malaysia,Johor,2021/7/6,103.3899178,2.050502415,224419,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.307079176,80.56,406,313
Malaysia,Johor,2021/7/7,103.3899178,2.050502415,228913,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.319295762,80.56,396,224
Malaysia,Johor,2021/7/8,103.3899178,2.050502415,227751,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.33136528,80.56,599,336
Malaysia,Johor,2021/7/9,103.3899178,2.050502415,207612,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.342194083,80.56,609,315
Malaysia,Johor,2021/7/10,103.3899178,2.050502415,187776,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.352590364,80.56,625,399
Malaysia,Johor,2021/7/11,103.3899178,2.050502415,165946,197,3.5,8920.54,30.6,77.4,5.9,1.1,0.361801975,80.56,808,392
